event_id,employee_id,event_type,event_date,event_value,remarks
819,EMP172,Bill Rate Revision,14-08-2024,INR 1524.64,Annual rate revision
820,EMP172,Resigned,08-07-2024,Resigned,Contract ended
821,EMP173,Bench Start,06-04-2024,12 days,Documentation Pending
822,EMP173,Bench End,18-04-2024,12 days on bench,Deployment commenced
823,EMP173,Deployed,18-04-2024,Orenvast Bank,Initial deployment
824,EMP173,Contract Renewal,15-10-2024,6 months extension,First renewal review
825,EMP173,Released,31-12-2024,Released,Contract ended
826,EMP174,Bench Start,29-06-2023,17 days,Internal Approvals
827,EMP174,Bench End,16-07-2023,17 days on bench,Deployment commenced
828,EMP174,Deployed,16-07-2023,Zephryn Technologies,Initial deployment
829,EMP174,Contract Closure,12-01-2024,Project ended,Performance
830,EMP174,Released,20-12-2024,Released,Performance issue
831,EMP175,Bench Start,03-04-2023,20 days,Internal Approvals
832,EMP175,Bench End,23-04-2023,20 days on bench,Deployment commenced
833,EMP175,Deployed,23-04-2023,Altovex Systems,Initial deployment
834,EMP175,Contract Renewal,20-10-2023,6 months extension,First renewal review
835,EMP175,Bill Rate Revision,22-04-2024,USD 12.36,Annual rate revision
836,EMP175,Released,26-04-2024,Released,Client absorption
837,EMP176,Bench Start,25-04-2024,4 days,Client Budget Hold
838,EMP176,Bench End,29-04-2024,4 days on bench,Deployment commenced
839,EMP176,Deployed,29-04-2024,Altovex Systems,Initial deployment
840,EMP176,Contract Renewal,26-10-2024,6 months extension,First renewal review
841,EMP177,Bench Start,28-05-2024,9 days,Visa Processing
842,EMP177,Bench End,06-06-2024,9 days on bench,Deployment commenced
843,EMP177,Deployed,06-06-2024,Brackenfield Bank,Initial deployment
844,EMP177,Contract Renewal,03-12-2024,6 months extension,First renewal review
845,EMP178,Bench Start,20-06-2023,9 days,Visa Processing
846,EMP178,Bench End,29-06-2023,9 days on bench,Deployment commenced
847,EMP178,Deployed,29-06-2023,Orenvast Bank,Initial deployment
848,EMP178,Contract Renewal,26-12-2023,6 months extension,First renewal review
849,EMP178,Appraisal,19-06-2024,10.9%,Annual appraisal cycle
850,EMP178,Contract Renewal,23-06-2024,6 months extension,Second renewal review
851,EMP179,Deployed,30-01-2024,Brackenfield Bank,Deployed on joining date
852,EMP179,Contract Renewal,28-07-2024,6 months extension,First renewal review
853,EMP179,Resigned,31-12-2024,Resigned,Client absorption
854,EMP180,Bench Start,14-02-2023,9 days,Internal Approvals
855,EMP180,Bench End,23-02-2023,9 days on bench,Deployment commenced
856,EMP180,Deployed,23-02-2023,Altovex Systems,Initial deployment
857,EMP180,Contract Renewal,22-08-2023,6 months extension,First renewal review
858,EMP180,Released,10-07-2024,Released,Personal reasons
859,EMP181,Bench Start,20-11-2023,1 days,Documentation Pending
860,EMP181,Bench End,21-11-2023,1 days on bench,Deployment commenced
861,EMP181,Deployed,21-11-2023,Veluxtra Infotech,Initial deployment
862,EMP181,Contract Renewal,19-05-2024,6 months extension,First renewal review
863,EMP181,Released,31-12-2024,Released,Personal reasons
864,EMP182,Deployed,15-06-2023,Zephryn Technologies,Deployed on joining date
865,EMP182,Contract Renewal,12-12-2023,6 months extension,First renewal review
866,EMP182,Released,07-09-2024,Released,Contract ended
867,EMP183,Bench Start,17-06-2024,19 days,Client Budget Hold
868,EMP183,Bench End,06-07-2024,19 days on bench,Deployment commenced
869,EMP183,Deployed,06-07-2024,Veluxtra Infotech,Initial deployment
870,EMP184,Bench Start,14-02-2024,11 days,Client Budget Hold
871,EMP184,Bench End,25-02-2024,11 days on bench,Deployment commenced
872,EMP184,Deployed,25-02-2024,Veluxtra Infotech,Initial deployment
873,EMP184,Contract Closure,23-08-2024,Project ended,Performance
874,EMP185,Deployed,30-05-2024,Luminae Financial,Deployed on joining date
875,EMP185,Contract Closure,26-11-2024,Project ended,Client Decision
876,EMP186,Bench Start,20-11-2023,12 days,Role Redefinition
877,EMP186,Bench End,02-12-2023,12 days on bench,Deployment commenced
878,EMP186,Deployed,02-12-2023,Altovex Systems,Initial deployment
879,EMP186,Contract Renewal,30-05-2024,6 months extension,First renewal review
880,EMP186,Appraisal,19-11-2024,8.9%,Annual appraisal cycle
881,EMP186,Resigned,31-12-2024,Resigned,Personal reasons
882,EMP187,Bench Start,31-12-2023,15 days,Client BGV Delay
883,EMP187,Bench End,15-01-2024,15 days on bench,Deployment commenced
884,EMP187,Deployed,15-01-2024,Brackenfield Bank,Initial deployment
885,EMP187,Contract Renewal,13-07-2024,6 months extension,First renewal review
886,EMP187,Appraisal,30-12-2024,5.3%,Annual appraisal cycle
887,EMP188,Bench Start,08-02-2024,9 days,Visa Processing
888,EMP188,Bench End,17-02-2024,9 days on bench,Deployment commenced
889,EMP188,Deployed,17-02-2024,Altovex Systems,Initial deployment
890,EMP188,Contract Renewal,15-08-2024,6 months extension,First renewal review
891,EMP189,Bench Start,17-01-2024,10 days,Role Redefinition
892,EMP189,Bench End,27-01-2024,10 days on bench,Deployment commenced
893,EMP189,Deployed,27-01-2024,Luminae Financial,Initial deployment
894,EMP189,Contract Closure,25-07-2024,Project ended,Budget Cut
895,EMP190,Bench Start,18-02-2023,15 days,Client BGV Delay
896,EMP190,Bench End,05-03-2023,15 days on bench,Deployment commenced
897,EMP190,Deployed,05-03-2023,Brackenfield Bank,Initial deployment
898,EMP190,Contract Renewal,01-09-2023,6 months extension,First renewal review
899,EMP190,Released,02-06-2024,Released,Personal reasons
900,EMP191,Deployed,28-06-2023,Luminae Financial,Deployed on joining date
901,EMP191,Contract Renewal,25-12-2023,6 months extension,First renewal review
902,EMP191,Appraisal,27-06-2024,13.9%,Annual appraisal cycle
903,EMP191,Resigned,05-01-2024,Resigned,Budget cut
904,EMP192,Bench Start,01-10-2023,10 days,Visa Processing
905,EMP192,Bench End,11-10-2023,10 days on bench,Deployment commenced
906,EMP192,Deployed,11-10-2023,Altovex Systems,Initial deployment
907,EMP192,Contract Renewal,08-04-2024,6 months extension,First renewal review
908,EMP192,Resigned,31-12-2024,Resigned,Budget cut
909,EMP193,Bench Start,04-02-2024,13 days,Documentation Pending
910,EMP193,Bench End,17-02-2024,13 days on bench,Deployment commenced
911,EMP193,Deployed,17-02-2024,Orenvast Bank,Initial deployment
912,EMP193,Contract Closure,15-08-2024,Project ended,Project Completion
913,EMP193,Released,31-12-2024,Released,Performance issue
914,EMP194,Bench Start,21-08-2023,4 days,Client BGV Delay
915,EMP194,Bench End,25-08-2023,4 days on bench,Deployment commenced
916,EMP194,Deployed,25-08-2023,Altovex Systems,Initial deployment
917,EMP194,Contract Renewal,21-02-2024,6 months extension,First renewal review
918,EMP194,Bill Rate Revision,24-08-2024,USD 15.25,Annual rate revision
919,EMP194,Contract Renewal,19-08-2024,6 months extension,Second renewal review
920,EMP195,Bench Start,14-08-2023,8 days,Documentation Pending
921,EMP195,Bench End,22-08-2023,8 days on bench,Deployment commenced
922,EMP195,Deployed,22-08-2023,Brackenfield Bank,Initial deployment
923,EMP195,Contract Closure,18-02-2024,Project ended,Performance
924,EMP195,Bill Rate Revision,21-08-2024,USD 20.81,Annual rate revision
925,EMP195,Appraisal,13-08-2024,10.0%,Annual appraisal cycle
926,EMP195,Contract Closure,16-08-2024,Project ended,Project Completion
927,EMP196,Bench Start,16-10-2023,9 days,Role Redefinition
928,EMP196,Bench End,25-10-2023,9 days on bench,Deployment commenced
929,EMP196,Deployed,25-10-2023,Brackenfield Bank,Initial deployment
930,EMP196,Contract Closure,22-04-2024,Project ended,Budget Cut
931,EMP196,Contract Renewal,19-10-2024,6 months extension,Second renewal review
932,EMP197,Bench Start,12-09-2023,4 days,Internal Approvals
933,EMP197,Bench End,16-09-2023,4 days on bench,Deployment commenced
934,EMP197,Deployed,16-09-2023,Brackenfield Bank,Initial deployment
935,EMP197,Contract Renewal,14-03-2024,6 months extension,First renewal review
936,EMP197,Appraisal,11-09-2024,10.8%,Annual appraisal cycle
937,EMP197,Contract Closure,10-09-2024,Project ended,Budget Cut
938,EMP198,Bench Start,10-02-2024,9 days,Client BGV Delay
939,EMP198,Bench End,19-02-2024,9 days on bench,Deployment commenced
940,EMP198,Deployed,19-02-2024,Orenvast Bank,Initial deployment
941,EMP198,Contract Renewal,17-08-2024,6 months extension,First renewal review
942,EMP199,Deployed,20-04-2023,Veluxtra Infotech,Deployed on joining date
943,EMP199,Contract Closure,17-10-2023,Project ended,Client Decision
944,EMP199,Contract Renewal,14-04-2024,6 months extension,Second renewal review
945,EMP199,Converted to FTE,11-09-2024,Converted to FTE,Contract ended
946,EMP200,Bench Start,11-07-2023,18 days,Client Budget Hold
947,EMP200,Bench End,29-07-2023,18 days on bench,Deployment commenced
948,EMP200,Deployed,29-07-2023,Luminae Financial,Initial deployment
949,EMP200,Contract Renewal,25-01-2024,6 months extension,First renewal review
950,EMP200,Appraisal,10-07-2024,5.6%,Annual appraisal cycle
951,EMP200,Contract Renewal,23-07-2024,6 months extension,Second renewal review
952,EMP200,Converted to FTE,24-10-2024,Converted to FTE,Personal reasons
953,EMP201,Bench Start,07-06-2023,3 days,Visa Processing
954,EMP201,Bench End,10-06-2023,3 days on bench,Deployment commenced
955,EMP201,Deployed,10-06-2023,Altovex Systems,Initial deployment
956,EMP201,Contract Renewal,07-12-2023,6 months extension,First renewal review
957,EMP201,Bill Rate Revision,09-06-2024,USD 18.36,Annual rate revision
958,EMP201,Contract Renewal,04-06-2024,6 months extension,Second renewal review
959,EMP202,Deployed,14-03-2023,Zephryn Technologies,Deployed on joining date
960,EMP202,Contract Renewal,10-09-2023,6 months extension,First renewal review
961,EMP202,Bill Rate Revision,13-03-2024,INR 1481.65,Annual rate revision
962,EMP202,Appraisal,13-03-2024,12.0%,Annual appraisal cycle
963,EMP202,Contract Closure,08-03-2024,Project ended,Client Decision
964,EMP202,Converted to FTE,24-12-2023,Converted to FTE,Client absorption
965,EMP203,Bench Start,25-08-2023,9 days,Role Redefinition
966,EMP203,Bench End,03-09-2023,9 days on bench,Deployment commenced
967,EMP203,Deployed,03-09-2023,Altovex Systems,Initial deployment
968,EMP203,Contract Renewal,01-03-2024,6 months extension,First renewal review
969,EMP203,Appraisal,24-08-2024,8.5%,Annual appraisal cycle
970,EMP203,Contract Closure,28-08-2024,Project ended,Client Decision
971,EMP204,Bench Start,29-11-2023,18 days,Visa Processing
972,EMP204,Bench End,17-12-2023,18 days on bench,Deployment commenced
973,EMP204,Deployed,17-12-2023,Orenvast Bank,Initial deployment
974,EMP204,Contract Renewal,14-06-2024,6 months extension,First renewal review
975,EMP204,Bill Rate Revision,16-12-2024,USD 15.19,Annual rate revision
976,EMP204,Appraisal,28-11-2024,5.1%,Annual appraisal cycle
977,EMP204,Resigned,01-12-2024,Resigned,Performance issue
978,EMP205,Bench Start,10-10-2023,5 days,Client Budget Hold
979,EMP205,Bench End,15-10-2023,5 days on bench,Deployment commenced
980,EMP205,Deployed,15-10-2023,Brackenfield Bank,Initial deployment
981,EMP205,Contract Closure,12-04-2024,Project ended,Project Completion
982,EMP205,Bill Rate Revision,14-10-2024,USD 17.97,Annual rate revision
983,EMP205,Appraisal,09-10-2024,11.7%,Annual appraisal cycle
984,EMP205,Contract Renewal,09-10-2024,6 months extension,Second renewal review
985,EMP206,Deployed,08-04-2023,Luminae Financial,Deployed on joining date
986,EMP206,Contract Renewal,05-10-2023,6 months extension,First renewal review
987,EMP206,Bill Rate Revision,07-04-2024,INR 1578.76,Annual rate revision
988,EMP206,Appraisal,07-04-2024,10.7%,Annual appraisal cycle
989,EMP206,Resigned,04-04-2024,Resigned,Contract ended
990,EMP207,Deployed,06-06-2023,Brackenfield Bank,Deployed on joining date
991,EMP207,Contract Closure,03-12-2023,Project ended,Budget Cut
992,EMP207,Bill Rate Revision,05-06-2024,USD 20.97,Annual rate revision
993,EMP207,Appraisal,05-06-2024,11.8%,Annual appraisal cycle
994,EMP207,Resigned,24-12-2023,Resigned,Budget cut
995,EMP208,Bench Start,14-05-2024,5 days,Documentation Pending
996,EMP208,Bench End,19-05-2024,5 days on bench,Deployment commenced
997,EMP208,Deployed,19-05-2024,Brackenfield Bank,Initial deployment
998,EMP208,Contract Closure,15-11-2024,Project ended,Client Decision
999,EMP208,Released,31-12-2024,Released,Client absorption
1000,EMP209,Bench Start,18-01-2024,2 days,Documentation Pending
1001,EMP209,Bench End,20-01-2024,2 days on bench,Deployment commenced
1002,EMP209,Deployed,20-01-2024,Brackenfield Bank,Initial deployment
1003,EMP209,Contract Renewal,18-07-2024,6 months extension,First renewal review
1004,EMP209,Converted to FTE,07-10-2024,Converted to FTE,Performance issue
1005,EMP210,Bench Start,19-01-2023,6 days,Visa Processing
1006,EMP210,Bench End,25-01-2023,6 days on bench,Deployment commenced
1007,EMP210,Deployed,25-01-2023,Luminae Financial,Initial deployment
1008,EMP210,Contract Renewal,24-07-2023,6 months extension,First renewal review
1009,EMP210,Appraisal,19-01-2024,5.0%,Annual appraisal cycle
1010,EMP210,Released,28-11-2023,Released,Contract ended
1011,EMP211,Bench Start,10-07-2023,18 days,Documentation Pending
1012,EMP211,Bench End,28-07-2023,18 days on bench,Deployment commenced
1013,EMP211,Deployed,28-07-2023,Orenvast Bank,Initial deployment
1014,EMP211,Contract Renewal,24-01-2024,6 months extension,First renewal review
1015,EMP211,Bill Rate Revision,27-07-2024,USD 20.37,Annual rate revision
1016,EMP211,Appraisal,09-07-2024,12.0%,Annual appraisal cycle
1017,EMP211,Resigned,22-08-2024,Resigned,Personal reasons
1018,EMP212,Bench Start,01-02-2024,7 days,Client BGV Delay
1019,EMP212,Bench End,08-02-2024,7 days on bench,Deployment commenced
1020,EMP212,Deployed,08-02-2024,Luminae Financial,Initial deployment
1021,EMP212,Contract Closure,06-08-2024,Project ended,Project Completion
1022,EMP212,Resigned,31-12-2024,Resigned,Budget cut
1023,EMP213,Bench Start,20-06-2024,4 days,Documentation Pending
1024,EMP213,Bench End,24-06-2024,4 days on bench,Deployment commenced
1025,EMP213,Deployed,24-06-2024,Brackenfield Bank,Initial deployment
1026,EMP213,Contract Renewal,21-12-2024,6 months extension,First renewal review
1027,EMP214,Bench Start,23-03-2023,9 days,Internal Approvals
1028,EMP214,Bench End,01-04-2023,9 days on bench,Deployment commenced
1029,EMP214,Deployed,01-04-2023,Brackenfield Bank,Initial deployment
1030,EMP214,Contract Closure,28-09-2023,Project ended,Project Completion
1031,EMP214,Appraisal,22-03-2024,8.7%,Annual appraisal cycle
1032,EMP214,Contract Renewal,26-03-2024,6 months extension,Second renewal review
1033,EMP214,Converted to FTE,02-01-2024,Converted to FTE,Budget cut
1034,EMP215,Bench Start,10-09-2023,11 days,Visa Processing
1035,EMP215,Bench End,21-09-2023,11 days on bench,Deployment commenced
1036,EMP215,Deployed,21-09-2023,Brackenfield Bank,Initial deployment
1037,EMP215,Contract Renewal,19-03-2024,6 months extension,First renewal review
1038,EMP215,Bill Rate Revision,20-09-2024,USD 19.94,Annual rate revision
1039,EMP215,Appraisal,09-09-2024,6.4%,Annual appraisal cycle
1040,EMP215,Contract Renewal,15-09-2024,6 months extension,Second renewal review
1041,EMP216,Bench Start,20-10-2023,9 days,Role Redefinition
1042,EMP216,Bench End,29-10-2023,9 days on bench,Deployment commenced
1043,EMP216,Deployed,29-10-2023,Altovex Systems,Initial deployment
1044,EMP216,Contract Renewal,26-04-2024,6 months extension,First renewal review
1045,EMP216,Resigned,07-09-2024,Resigned,Budget cut
1046,EMP217,Bench Start,14-09-2023,13 days,Client Budget Hold
1047,EMP217,Bench End,27-09-2023,13 days on bench,Deployment commenced
1048,EMP217,Deployed,27-09-2023,Zephryn Technologies,Initial deployment
1049,EMP217,Contract Renewal,25-03-2024,6 months extension,First renewal review
1050,EMP217,Appraisal,13-09-2024,10.8%,Annual appraisal cycle
1051,EMP217,Contract Renewal,21-09-2024,6 months extension,Second renewal review
1052,EMP218,Bench Start,23-10-2023,24 days,Documentation Pending
1053,EMP218,Bench End,16-11-2023,24 days on bench,Deployment commenced
1054,EMP218,Deployed,16-11-2023,Altovex Systems,Initial deployment
1055,EMP218,Contract Closure,14-05-2024,Project ended,Project Completion
1056,EMP218,Appraisal,22-10-2024,10.0%,Annual appraisal cycle
1057,EMP218,Released,24-09-2024,Released,Budget cut
1058,EMP219,Deployed,12-10-2023,Zephryn Technologies,Deployed on joining date
1059,EMP219,Contract Closure,09-04-2024,Project ended,Budget Cut
1060,EMP219,Appraisal,11-10-2024,10.4%,Annual appraisal cycle
1061,EMP219,Released,29-08-2024,Released,Performance issue
1062,EMP220,Bench Start,01-07-2023,6 days,Visa Processing
1063,EMP220,Bench End,07-07-2023,6 days on bench,Deployment commenced
1064,EMP220,Deployed,07-07-2023,Zephryn Technologies,Initial deployment
1065,EMP220,Contract Renewal,03-01-2024,6 months extension,First renewal review
1066,EMP220,Bill Rate Revision,06-07-2024,INR 3449.77,Annual rate revision
1067,EMP220,Resigned,29-02-2024,Resigned,Budget cut
1068,EMP221,Deployed,22-04-2023,Zephryn Technologies,Deployed on joining date
1069,EMP221,Contract Renewal,19-10-2023,6 months extension,First renewal review
1070,EMP221,Appraisal,21-04-2024,12.5%,Annual appraisal cycle
1071,EMP221,Contract Renewal,16-04-2024,6 months extension,Second renewal review
1072,EMP221,Converted to FTE,26-06-2024,Converted to FTE,Personal reasons
1073,EMP222,Bench Start,27-08-2023,6 days,Role Redefinition
1074,EMP222,Bench End,02-09-2023,6 days on bench,Deployment commenced
1075,EMP222,Deployed,02-09-2023,Luminae Financial,Initial deployment
1076,EMP222,Contract Renewal,29-02-2024,6 months extension,First renewal review
1077,EMP222,Bill Rate Revision,01-09-2024,INR 3097.91,Annual rate revision
1078,EMP222,Appraisal,26-08-2024,10.5%,Annual appraisal cycle
1079,EMP222,Released,11-12-2024,Released,Personal reasons
1080,EMP223,Deployed,07-01-2023,Luminae Financial,Deployed on joining date
1081,EMP223,Contract Closure,06-07-2023,Project ended,Project Completion
1082,EMP223,Resigned,23-07-2023,Resigned,Better opportunity
1083,EMP224,Bench Start,28-02-2024,14 days,Client Budget Hold
1084,EMP224,Bench End,13-03-2024,14 days on bench,Deployment commenced
1085,EMP224,Deployed,13-03-2024,Luminae Financial,Initial deployment
1086,EMP224,Contract Closure,09-09-2024,Project ended,Budget Cut
1087,EMP225,Bench Start,12-11-2023,6 days,Visa Processing
1088,EMP225,Bench End,18-11-2023,6 days on bench,Deployment commenced
1089,EMP225,Deployed,18-11-2023,Zephryn Technologies,Initial deployment
1090,EMP225,Contract Renewal,16-05-2024,6 months extension,First renewal review
1091,EMP225,Appraisal,11-11-2024,12.5%,Annual appraisal cycle
1092,EMP225,Contract Closure,12-11-2024,Project ended,Budget Cut
1093,EMP225,Converted to FTE,12-09-2024,Converted to FTE,Better opportunity
1094,EMP226,Deployed,27-05-2024,Zephryn Technologies,Deployed on joining date
1095,EMP226,Contract Renewal,23-11-2024,6 months extension,First renewal review
1096,EMP226,Resigned,31-12-2024,Resigned,Client absorption
1097,EMP227,Bench Start,31-03-2023,1 days,Client BGV Delay
1098,EMP227,Bench End,01-04-2023,1 days on bench,Deployment commenced
1099,EMP227,Deployed,01-04-2023,Veluxtra Infotech,Initial deployment
1100,EMP227,Contract Closure,28-09-2023,Project ended,Budget Cut
1101,EMP227,Bill Rate Revision,31-03-2024,INR 3203.99,Annual rate revision
1102,EMP227,Appraisal,30-03-2024,14.1%,Annual appraisal cycle
1103,EMP227,Released,24-03-2024,Released,Better opportunity
1104,EMP228,Bench Start,25-06-2023,10 days,Visa Processing
1105,EMP228,Bench End,05-07-2023,10 days on bench,Deployment commenced
1106,EMP228,Deployed,05-07-2023,Brackenfield Bank,Initial deployment
1107,EMP228,Contract Closure,01-01-2024,Project ended,Project Completion
1108,EMP228,Appraisal,24-06-2024,6.3%,Annual appraisal cycle
1109,EMP228,Contract Renewal,29-06-2024,6 months extension,Second renewal review
1110,EMP229,Bench Start,21-04-2024,5 days,Client Budget Hold
1111,EMP229,Bench End,26-04-2024,5 days on bench,Deployment commenced
1112,EMP229,Deployed,26-04-2024,Zephryn Technologies,Initial deployment
1113,EMP229,Contract Closure,23-10-2024,Project ended,Budget Cut
1114,EMP229,Released,31-12-2024,Released,Personal reasons
1115,EMP230,Bench Start,17-04-2024,14 days,Internal Approvals
1116,EMP230,Bench End,01-05-2024,14 days on bench,Deployment commenced
1117,EMP230,Deployed,01-05-2024,Luminae Financial,Initial deployment
1118,EMP230,Contract Closure,28-10-2024,Project ended,Client Decision
1119,EMP231,Bench Start,21-03-2023,6 days,Client BGV Delay
1120,EMP231,Bench End,27-03-2023,6 days on bench,Deployment commenced
1121,EMP231,Deployed,27-03-2023,Brackenfield Bank,Initial deployment
1122,EMP231,Contract Renewal,23-09-2023,6 months extension,First renewal review
1123,EMP231,Appraisal,20-03-2024,9.6%,Annual appraisal cycle
1124,EMP231,Resigned,26-09-2023,Resigned,Contract ended
1125,EMP232,Bench Start,02-06-2023,3 days,Client Budget Hold
1126,EMP232,Bench End,05-06-2023,3 days on bench,Deployment commenced
1127,EMP232,Deployed,05-06-2023,Altovex Systems,Initial deployment
1128,EMP232,Contract Renewal,02-12-2023,6 months extension,First renewal review
1129,EMP232,Bill Rate Revision,04-06-2024,USD 10.65,Annual rate revision
1130,EMP232,Resigned,26-11-2024,Resigned,Contract ended
1131,EMP233,Bench Start,29-08-2023,13 days,Client BGV Delay
1132,EMP233,Bench End,11-09-2023,13 days on bench,Deployment commenced
1133,EMP233,Deployed,11-09-2023,Altovex Systems,Initial deployment
1134,EMP233,Contract Renewal,09-03-2024,6 months extension,First renewal review
1135,EMP233,Bill Rate Revision,10-09-2024,USD 15.6,Annual rate revision
1136,EMP233,Resigned,16-12-2024,Resigned,Budget cut
1137,EMP234,Bench Start,28-03-2023,21 days,Client BGV Delay
1138,EMP234,Bench End,18-04-2023,21 days on bench,Deployment commenced
1139,EMP234,Deployed,18-04-2023,Altovex Systems,Initial deployment
1140,EMP234,Contract Renewal,15-10-2023,6 months extension,First renewal review
1141,EMP234,Released,04-12-2023,Released,Budget cut
1142,EMP235,Bench Start,26-04-2023,30 days,Documentation Pending
1143,EMP235,Bench End,26-05-2023,30 days on bench,Deployment commenced
1144,EMP235,Deployed,26-05-2023,Brackenfield Bank,Initial deployment
1145,EMP235,Contract Renewal,22-11-2023,6 months extension,First renewal review
1146,EMP235,Bill Rate Revision,25-05-2024,USD 21.5,Annual rate revision
1147,EMP235,Appraisal,25-04-2024,12.3%,Annual appraisal cycle
1148,EMP235,Released,02-09-2024,Released,Client absorption
1149,EMP236,Bench Start,28-12-2023,7 days,Documentation Pending
1150,EMP236,Bench End,04-01-2024,7 days on bench,Deployment commenced
1151,EMP236,Deployed,04-01-2024,Orenvast Bank,Initial deployment
1152,EMP236,Contract Renewal,02-07-2024,6 months extension,First renewal review
1153,EMP236,Contract Closure,29-12-2024,Project ended,Project Completion
1154,EMP237,Bench Start,25-04-2023,9 days,Role Redefinition
1155,EMP237,Bench End,04-05-2023,9 days on bench,Deployment commenced
1156,EMP237,Deployed,04-05-2023,Altovex Systems,Initial deployment
1157,EMP237,Contract Renewal,31-10-2023,6 months extension,First renewal review
1158,EMP237,Bill Rate Revision,03-05-2024,USD 15.12,Annual rate revision
1159,EMP237,Appraisal,24-04-2024,8.0%,Annual appraisal cycle
1160,EMP237,Contract Renewal,28-04-2024,6 months extension,Second renewal review
1161,EMP238,Bench Start,04-08-2023,10 days,Client Budget Hold
1162,EMP238,Bench End,14-08-2023,10 days on bench,Deployment commenced
1163,EMP238,Deployed,14-08-2023,Zephryn Technologies,Initial deployment
1164,EMP238,Contract Renewal,10-02-2024,6 months extension,First renewal review
1165,EMP238,Contract Closure,08-08-2024,Project ended,Budget Cut
1166,EMP239,Bench Start,18-03-2024,5 days,Role Redefinition
1167,EMP239,Bench End,23-03-2024,5 days on bench,Deployment commenced
1168,EMP239,Deployed,23-03-2024,Orenvast Bank,Initial deployment
1169,EMP239,Contract Renewal,19-09-2024,6 months extension,First renewal review
1170,EMP240,Deployed,05-04-2023,Orenvast Bank,Deployed on joining date
1171,EMP240,Contract Renewal,02-10-2023,6 months extension,First renewal review
1172,EMP240,Appraisal,04-04-2024,8.1%,Annual appraisal cycle
1173,EMP240,Contract Renewal,30-03-2024,6 months extension,Second renewal review
1174,EMP240,Converted to FTE,21-11-2023,Converted to FTE,Budget cut
1175,EMP241,Bench Start,28-11-2023,3 days,Role Redefinition
1176,EMP241,Bench End,01-12-2023,3 days on bench,Deployment commenced
1177,EMP241,Deployed,01-12-2023,Brackenfield Bank,Initial deployment
1178,EMP241,Contract Renewal,29-05-2024,6 months extension,First renewal review
1179,EMP241,Appraisal,27-11-2024,9.0%,Annual appraisal cycle
1180,EMP241,Resigned,31-12-2024,Resigned,Budget cut
1181,EMP242,Deployed,01-04-2024,Brackenfield Bank,Deployed on joining date
1182,EMP242,Contract Renewal,28-09-2024,6 months extension,First renewal review
1183,EMP243,Bench Start,03-01-2024,3 days,Documentation Pending
1184,EMP243,Bench End,06-01-2024,3 days on bench,Deployment commenced
1185,EMP243,Deployed,06-01-2024,Brackenfield Bank,Initial deployment
1186,EMP243,Contract Closure,04-07-2024,Project ended,Budget Cut
1187,EMP243,Contract Renewal,31-12-2024,6 months extension,Second renewal review
1188,EMP244,Bench Start,26-01-2023,5 days,Documentation Pending
1189,EMP244,Bench End,31-01-2023,5 days on bench,Deployment commenced
1190,EMP244,Deployed,31-01-2023,Orenvast Bank,Initial deployment
1191,EMP244,Contract Renewal,30-07-2023,6 months extension,First renewal review
1192,EMP244,Resigned,03-09-2023,Resigned,Performance issue
1193,EMP245,Bench Start,27-08-2023,1 days,Client Budget Hold
1194,EMP245,Bench End,28-08-2023,1 days on bench,Deployment commenced
1195,EMP245,Deployed,28-08-2023,Veluxtra Infotech,Initial deployment
1196,EMP245,Contract Renewal,24-02-2024,6 months extension,First renewal review
1197,EMP245,Appraisal,26-08-2024,5.1%,Annual appraisal cycle
1198,EMP245,Contract Renewal,22-08-2024,6 months extension,Second renewal review
1199,EMP245,Converted to FTE,29-12-2024,Converted to FTE,Contract ended
1200,EMP246,Bench Start,06-03-2023,4 days,Client BGV Delay
1201,EMP246,Bench End,10-03-2023,4 days on bench,Deployment commenced
1202,EMP246,Deployed,10-03-2023,Luminae Financial,Initial deployment
1203,EMP246,Contract Renewal,06-09-2023,6 months extension,First renewal review
1204,EMP246,Appraisal,05-03-2024,14.6%,Annual appraisal cycle
1205,EMP246,Released,20-06-2024,Released,Personal reasons
1206,EMP247,Deployed,07-09-2023,Luminae Financial,Deployed on joining date
1207,EMP247,Contract Renewal,05-03-2024,6 months extension,First renewal review
1208,EMP247,Contract Renewal,01-09-2024,6 months extension,Second renewal review
1209,EMP248,Bench Start,02-09-2023,13 days,Client BGV Delay
1210,EMP248,Bench End,15-09-2023,13 days on bench,Deployment commenced
1211,EMP248,Deployed,15-09-2023,Brackenfield Bank,Initial deployment
1212,EMP248,Contract Renewal,13-03-2024,6 months extension,First renewal review
1213,EMP248,Bill Rate Revision,14-09-2024,USD 17.74,Annual rate revision
1214,EMP248,Appraisal,01-09-2024,13.1%,Annual appraisal cycle
1215,EMP248,Contract Renewal,09-09-2024,6 months extension,Second renewal review
1216,EMP249,Deployed,14-02-2023,Altovex Systems,Deployed on joining date
1217,EMP249,Contract Renewal,13-08-2023,6 months extension,First renewal review
1218,EMP249,Appraisal,14-02-2024,8.9%,Annual appraisal cycle
1219,EMP249,Resigned,24-10-2023,Resigned,Better opportunity
1220,EMP250,Bench Start,11-04-2023,2 days,Client BGV Delay
1221,EMP250,Bench End,13-04-2023,2 days on bench,Deployment commenced
1222,EMP250,Deployed,13-04-2023,Altovex Systems,Initial deployment
1223,EMP250,Contract Renewal,10-10-2023,6 months extension,First renewal review
